gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,1,34,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,104.59,3470.61,0
Male,0,1,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),46.14,1893.73,0
Female,0,1,0,35,0,No phone service,DSL,No,No,No,No,No,No,One year,1,Electronic check,48.37,1716.53,0
Male,0,0,1,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,39.15,75.82,0
Female,0,1,0,24,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.82,566.92,0
Female,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),30.89,1091.94,1
Female,0,1,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),49.42,1754.91,0
Female,0,0,1,21,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),104.03,2095.51,0
Male,0,0,0,11,1,No,DSL,No,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.39,674.25,0
Male,0,0,1,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,49.19,1132.82,0
Female,1,0,0,22,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.02,1682.48,1
Female,0,1,0,23,0,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,86.72,1922.49,1
Male,0,1,0,20,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,81.96,1684.2,1
Female,1,1,1,23,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,99.9,2381.79,1
Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Electronic check,95.02,287.29,1
Male,0,0,1,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,41.77,1260.38,0
Male,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,35.5,104.29,1
Female,0,0,1,15,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),118.75,1751.91,0
Male,0,1,0,2,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Credit card (automatic),103.97,205.36,0
Female,0,1,0,18,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),88.85,1673.26,0
Male,0,0,1,41,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,81.04,3180.0,0
Female,1,1,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),38.15,1958.73,0
Female,0,1,0,47,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Mailed check,112.97,5071.71,0
Female,0,0,0,52,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),106.21,5517.0,0
Male,0,0,1,21,1,No,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),66.1,1349.29,0
Male,0,1,0,54,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,109.36,5897.83,0
Female,0,0,1,13,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,118.75,1548.72,0
Female,0,0,0,3,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,55.83,167.23,0
Female,0,1,0,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,29.86,1841.75,0
Male,0,0,0,23,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.46,2240.39,1
Male,1,1,0,26,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,118.75,3032.87,0
Male,0,1,0,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),38.26,2480.5,0
Male,0,1,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),31.7,861.94,0
Female,0,0,0,57,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,37.11,2093.52,0
Female,0,1,0,3,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,18.85,56.83,1
Male,0,1,0,2,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),71.59,149.47,1
Male,0,1,1,61,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),33.97,2118.82,0
Female,0,1,0,42,1,Yes,DSL,No,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),84.67,3702.2,0
Male,0,0,0,27,1,Yes,DSL,No,Yes,No,No,No,Yes,Two year,1,Mailed check,91.34,2396.75,0
Male,0,1,0,26,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,79.26,2008.91,0
Male,0,0,0,4,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),18.25,71.57,0
Male,0,0,0,47,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,0,Electronic check,116.28,5720.51,1
Male,0,0,0,13,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,77.15,1005.73,1
Male,0,0,0,55,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,67.08,3808.31,1
Female,0,1,0,12,1,No,DSL,No,No,No,No,Yes,No,One year,1,Credit card (automatic),68.01,841.72,0
Male,0,1,1,66,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,0,Mailed check,97.66,6694.03,0
Male,0,0,0,54,1,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,83.6,4381.58,1
Female,0,1,0,45,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,1,Credit card (automatic),105.89,4773.48,0
Female,0,0,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),85.54,1726.63,0
Female,0,1,0,49,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),118.75,5826.6,0
Male,0,1,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,42.45,0.0,1
Female,0,1,0,54,1,Yes,DSL,No,No,No,No,No,No,Two year,1,Credit card (automatic),73.71,4154.44,0
Male,1,1,0,16,1,No,DSL,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),63.37,985.65,0
Male,1,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,1,Electronic check,103.75,198.33,1
Male,0,1,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),34.53,2085.31,0
Female,0,0,1,6,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),108.12,649.34,1
Female,0,0,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,36.11,1319.3,0
Female,0,0,0,4,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,118.75,484.94,1
Female,0,1,1,1,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),84.01,82.43,0
Female,0,0,1,9,1,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,0,Credit card (automatic),99.17,895.32,0
Male,1,1,0,43,1,Yes,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),85.94,3842.7,0
Male,1,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,0,Electronic check,114.39,473.5,1
Male,0,1,1,18,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),82.44,1479.05,0
Male,0,1,1,24,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,97.73,2280.27,0
Female,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),44.39,42.64,1
Female,0,0,1,31,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,67.83,2033.7,0
Male,0,1,0,66,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,62.37,4092.6,0
Female,0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,41.73,2643.29,0
Female,0,0,0,54,1,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),101.26,5288.55,0
Male,0,0,0,12,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,104.48,1276.66,1
Male,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),45.83,1033.5,1
Female,1,0,1,37,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,1,Credit card (automatic),100.56,3767.55,0
Female,0,0,0,35,0,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,0,Electronic check,56.6,1978.27,0
Male,0,0,0,16,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,100.96,1675.6,1
Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,0,Electronic check,103.45,323.53,1
Male,0,1,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,35.73,176.6,1
Female,0,0,0,39,0,No phone service,DSL,No,No,No,No,No,No,One year,1,Mailed check,52.49,2020.39,0
Male,0,1,0,37,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,74.41,2784.26,1
Male,1,1,0,9,1,No,DSL,Yes,No,Yes,No,No,No,One year,1,Electronic check,74.78,659.11,1
Female,0,0,1,5,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,98.14,494.91,1
Female,0,1,0,4,1,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Electronic check,84.2,333.83,1
Female,0,0,1,9,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.25,163.86,0
Female,1,1,0,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),48.99,604.99,1
Female,0,1,0,28,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),88.1,2370.76,0
Male,0,0,0,16,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,50.12,773.75,1
Male,0,1,0,60,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),107.1,6178.5,0
Female,0,1,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,41.83,804.45,0
Female,0,0,1,38,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),112.31,4424.68,0
Female,0,1,1,18,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,69.63,1303.72,0
Female,0,1,1,25,1,No,DSL,No,No,No,Yes,No,No,Two year,0,Electronic check,73.02,1829.72,0
Female,0,0,1,23,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,104.25,2433.32,0
Male,0,1,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),34.44,175.48,1
Male,0,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,54.61,3209.42,0
Male,0,1,0,41,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,84.16,3503.12,0
Male,0,1,1,3,0,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),81.38,240.57,0
Female,0,1,1,12,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),73.75,896.28,0
Male,0,1,0,28,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),89.5,2505.08,0
Female,1,1,0,70,1,No,Fiber optic,No,No,No,No,Yes,No,One year,1,Credit card (automatic),93.44,6318.99,0
Female,1,1,1,28,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,89.48,2591.88,0
Female,0,1,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,51.93,2687.85,0
Male,0,1,0,25,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),105.45,2531.94,0
Female,0,0,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,42.94,1508.25,0
Male,1,0,0,37,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,112.35,4308.59,1
Male,0,1,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,36.79,456.66,0
Female,0,0,1,18,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Electronic check,71.07,1335.19,0
Female,0,0,1,41,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),99.3,3896.26,0
Female,1,0,0,4,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Bank transfer (automatic),100.82,391.54,1
Male,0,0,0,57,1,Yes,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,86.11,4665.95,1
Female,0,0,0,70,0,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),62.7,4175.98,0
Male,0,1,1,2,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,1,Mailed check,111.73,214.19,1
Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,33.94,1409.92,0
Female,0,0,0,38,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),116.19,4219.68,1
Male,0,1,0,7,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Mailed check,104.66,750.56,0
Male,0,1,0,1,1,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),33.05,33.28,0
Male,1,0,0,60,0,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.68,4794.85,0
Male,0,0,0,47,1,No,DSL,No,No,No,Yes,No,No,One year,1,Mailed check,78.03,3789.28,0
Male,0,1,0,14,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),62.35,866.12,0
Male,0,1,0,12,0,No phone service,DSL,No,No,No,No,No,No,One year,0,Credit card (automatic),49.64,574.97,0
Female,0,0,1,20,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),75.91,1442.52,1
Female,0,1,0,8,1,Yes,DSL,No,No,No,No,No,No,Two year,0,Credit card (automatic),61.77,513.35,0
Male,0,0,1,47,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,1,Credit card (automatic),110.28,5206.2,0
Female,0,1,0,18,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,91.11,1642.28,1
Male,1,1,0,14,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),118.75,1702.55,0
Female,1,1,1,2,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),106.07,208.49,1
Female,1,1,1,22,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,104.73,2417.77,1
Male,0,1,0,46,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.25,845.22,1
Male,0,0,0,8,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.74,166.46,1
Male,0,0,1,4,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),111.69,432.15,1
Female,0,1,1,53,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,101.28,5259.83,1
Male,0,0,0,5,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),95.63,461.66,0
Female,0,0,0,24,1,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),94.64,2364.09,0
Male,0,1,0,57,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Electronic check,115.61,6562.07,0
Female,0,1,0,26,0,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,85.74,2211.1,0
Female,0,1,0,13,1,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,105.27,1403.32,0
Male,0,0,1,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),48.26,2889.86,0
Female,0,0,0,24,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,83.33,1952.37,1
Female,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),85.03,81.18,0
Male,0,0,1,14,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,107.73,1454.26,0
Female,0,1,0,26,1,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,1,Electronic check,91.95,2476.83,1
Male,1,1,0,15,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,113.34,1685.95,1
Male,0,1,0,15,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,101.73,1483.85,1
Male,1,0,0,33,1,No,Fiber optic,No,Yes,No,No,No,No,One year,1,Electronic check,85.26,2950.55,0
Male,0,1,0,3,0,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,1,Electronic check,71.98,209.86,0
Female,0,0,0,38,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Credit card (automatic),89.11,3488.9,0
Female,0,1,0,13,1,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,102.0,1392.26,1
Female,0,1,0,35,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,98.92,3337.78,0
Male,0,0,0,22,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,1,Credit card (automatic),118.47,2653.33,1
Female,0,0,0,71,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),21.22,1556.95,0
Female,0,0,0,70,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,118.75,8662.2,0
Male,0,0,1,54,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,90.16,4769.1,1
Male,0,0,1,29,1,Yes,Fiber optic,No,No,No,No,No,No,One year,0,Electronic check,101.9,2830.66,0
Female,0,1,0,48,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),79.24,3627.94,1
Male,0,1,0,51,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,93.16,4683.61,1
Male,0,0,1,1,0,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),94.6,91.31,1
Male,0,0,1,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),40.67,1002.88,0
Male,0,0,0,43,1,No phone service,DSL,Yes,No,No,No,No,No,One year,1,Mailed check,67.3,3009.0,1
Female,0,1,0,28,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,1,Electronic check,99.41,2709.06,0
Male,0,1,0,37,1,No,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Credit card (automatic),92.85,3463.92,0
Male,1,0,1,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,36.29,1216.7,1
